STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross
Iowa,Dubuque County,19,061,15073099.0,0.0330721638596018,4985.0,0.04036593780318234,4149.0
Iowa,Emmet County,19,063,572322.0,0.1427518075488973,817.0,0.13482188449401383,367.0
Iowa,Fayette County,19,065,1139408.0,0.09197758836167554,1048.0,0.13363379100723194,1224.0
Iowa,Floyd County,19,067,418878.0,0.16782929635836685,703.0,0.18340251340800226,832.0
Iowa,Franklin County,19,069,177498.0,0.1667624423937171,296.0,0.14648123108621466,455.0
Iowa,Fremont County,19,071,307170.0,0.10613015593970766,326.0,0.32281955916211824,401.0
Iowa,Greene County,19,073,380464.0,0.2241999243029564,853.0,0.3300233644859813,565.0
Iowa,Grundy County,19,075,375875.0,0.17399401396740938,654.0,0.37507532676229993,1083.0
Iowa,Guthrie County,19,077,521850.0,0.13950368879946345,728.0,0.24059865492090554,635.0
Iowa,Hamilton County,19,079,471328.0,0.13599871002783626,641.0,0.18393318751242793,999.0
Iowa,Hancock County,19,081,285984.0,0.24267091865279178,694.0,0.1575860739125231,474.0
Iowa,Hardin County,19,083,1154370.0,0.07034139833848767,812.0,0.08721755709707517,516.0
Iowa,Harrison County,19,085,584346.0,0.12355693373446554,722.0,0.1452169529644422,749.0
Iowa,Henry County,19,087,1360680.0,0.13280124643560573,1807.0,0.13585354711308908,1475.0
Iowa,Howard County,19,089,307462.0,0.1990489881676435,612.0,0.5094694872078858,598.0
Iowa,Humboldt County,19,091,355566.0,0.15608916488078162,555.0,0.31754000627549417,759.0
Iowa,Ida County,19,093,210707.0,0.15424262127029476,325.0,0.3262307127112417,333.0
Iowa,Iowa County,19,095,464464.0,0.17030383409693753,791.0,0.31347380917050005,1183.0
Iowa,Jackson County,19,097,688428.0,0.12855374854015233,885.0,0.17302662246853473,1069.0
Iowa,Jasper County,19,099,2862990.0,0.0811738776593701,2324.0,0.08068824571966453,1903.0
Iowa,Jefferson County,19,101,827954.0,0.22452938206711964,1859.0,0.1697183205068114,1796.0
Iowa,Johnson County,19,103,37396741.0,0.04637035082816442,17341.0,0.040977123517744636,12460.0
Iowa,Jones County,19,105,854406.0,0.13295786780523547,1136.0,0.18214864536787334,1388.0
Iowa,Keokuk County,19,107,392301.0,0.1842972615415204,723.0,0.26223601241117006,655.0
Iowa,Kossuth County,19,109,777934.0,0.10116539449362028,787.0,0.15319356709084805,1004.0
Iowa,Lee County,19,111,1574500.0,0.07494442680215942,1180.0,0.07703634178560433,1241.0
Iowa,Linn County,19,113,47971445.0,0.02591958612045145,12434.0,0.023246495457801997,10705.0
Iowa,Louisa County,19,115,329850.0,0.15643474306502955,516.0,0.37936042203846954,768.0
Iowa,Lucas County,19,117,236768.0,0.24834437086092717,588.0,0.19788236946580023,479.0
Iowa,Lyon County,19,119,335501.0,0.09210106676284124,309.0,0.14986045520396665,661.0
Iowa,Madison County,19,121,431379.0,0.2241648295350492,967.0,0.30916271573053833,1312.0
Iowa,Mahaska County,19,123,1417472.0,0.08493994943109988,1204.0,0.11780627412699117,1593.0
Iowa,Marion County,19,125,2667897.0,0.09629307278354449,2569.0,0.11739569057408253,2467.0
Iowa,Marshall County,19,127,2167880.0,0.0875048434415189,1897.0,0.07710753535507596,1820.0
Iowa,Mills County,19,129,610859.0,0.23278694428665206,1422.0,0.1799743745095897,906.0
Iowa,Mitchell County,19,131,293356.0,0.11317307298981441,332.0,0.20875266545766158,419.0
Iowa,Monona County,19,133,257040.0,0.18012760659819482,463.0,0.24807282269968836,605.0
Iowa,Monroe County,19,135,137142.0,0.3332312493619752,457.0,0.33903329195768567,549.0
Iowa,Montgomery County,19,137,308295.0,0.2114857522827162,652.0,0.18796500908769956,575.0
Iowa,Muscatine County,19,139,2027808.0,0.06539080623017564,1326.0,0.08536114086929297,2443.0
Iowa,O'Brien County,19,141,680400.0,0.1660787771898883,1130.0,0.08610875724349262,503.0
Iowa,Osceola County,19,143,130702.0,0.23947606004498784,313.0,0.6120380477155778,785.0
Iowa,Page County,19,145,1142736.0,0.11402458660618026,1303.0,0.2071160661093226,1481.0
Iowa,Palo Alto County,19,147,424128.0,0.13981628187716916,593.0,0.23832239724293694,612.0
Iowa,Plymouth County,19,149,945440.0,0.12184802843120664,1152.0,0.12860741960184477,1389.0
Iowa,Pocahontas County,19,151,213568.0,0.23645864548996104,505.0,0.3653464590964591,383.0
Iowa,Polk County,19,153,161626211.0,0.016693455741531922,26981.0,0.014330526531112478,23829.0
Iowa,Pottawattamie County,19,155,12118286.0,0.037084452372224914,4494.0,0.04921622656172785,6115.0
Iowa,Poweshiek County,19,157,1351758.0,0.11570118319995147,1564.0,0.0977011637128431,786.0
Iowa,Ringgold County,19,159,117192.0,0.20820533824834458,244.0,0.4377307821416583,326.0
Iowa,Sac County,19,161,450965.0,0.10732540219307485,484.0,0.22127532331613964,444.0
Iowa,Scott County,19,163,29742168.0,0.02762407905166832,8216.0,0.025402087775978594,8755.0
Iowa,Shelby County,19,165,457800.0,0.1432940148536479,656.0,0.18555798687089714,636.0
Iowa,Sioux County,19,167,3668388.0,0.046014761797279896,1688.0,0.06184926395504265,1278.0
Iowa,Story County,19,169,21711375.0,0.06308214012240128,13696.0,0.048962375452276545,9590.0
Iowa,Tama County,19,171,683142.0,0.13803865082223024,943.0,0.1571516699073098,805.0
Iowa,Taylor County,19,173,183900.0,0.18923327895595432,348.0,0.34002400169423724,289.0
Iowa,Union County,19,175,424025.0,0.15918872707977122,675.0,0.251155056102725,1172.0
Iowa,Van Buren County,19,177,232716.0,0.184344866704481,429.0,0.3468565601858817,415.0
Iowa,Wapello County,19,179,2419270.0,0.07787473080722697,1884.0,0.15676339102765613,3022.0
Iowa,Warren County,19,181,3970935.0,0.10027864973866357,3982.0,0.09796232653261358,3776.0
Iowa,Washington County,19,183,1000684.0,0.12201654068617065,1221.0,0.1658654061094503,1113.0
Iowa,Wayne County,19,185,164918.0,0.2140457681999539,353.0,0.34395399153059525,372.0
Iowa,Webster County,19,187,4368210.0,0.062771707404177,2742.0,0.0796101026233258,2279.0
Iowa,Winnebago County,19,189,547914.0,0.1383428786269378,758.0,0.17578317407152003,571.0
Iowa,Winneshiek County,19,191,1729473.0,0.0974863441059791,1686.0,0.1665071961587177,1333.0
Iowa,Woodbury County,19,193,14403344.0,0.0320203419428155,4612.0,0.03787512008361399,6454.0
Iowa,Worth County,19,195,175920.0,0.18076398362892224,318.0,0.3245154648404279,435.0
Iowa,Wright County,19,197,500880.0,0.1539290848107331,771.0,0.17853658536585365,549.0
Kansas,Allen County,20,001,533200.0,0.16316579144786197,870.0,0.3043246129204485,1596.0
Kansas,Anderson County,20,003,186432.0,0.4162375557844147,776.0,0.2989842327207565,614.0
Kansas,Atchison County,20,005,788361.0,0.13255348755202248,1045.0,0.20247883175849796,1254.0
Kansas,Barber County,20,007,106464.0,0.20758190562067927,221.0,0.30508126954827464,119.0
Kansas,Barton County,20,009,1140876.0,0.11026614636472323,1258.0,0.13835694321033046,2032.0
Kansas,Bourbon County,20,011,587161.0,0.11615212863252157,682.0,0.17646986861099556,577.0
Kansas,Brown County,20,013,369057.0,0.116513167342714,430.0,0.27379857186664913,750.0
Kansas,Butler County,20,015,5759574.0,0.07821759039817876,4505.0,0.08019521497374207,4742.0
Kansas,Chase County,20,017,33579.0,0.4973346436761071,167.0,0.9132672828914596,165.0
Kansas,Chautauqua County,20,019,45528.0,0.158144438587243,72.0,0.3379930432499836,206.0
Kansas,Cherokee County,20,021,555156.0,0.1767070877375008,981.0,0.18237686013752777,1285.0
Kansas,Cheyenne County,20,023,49932.0,0.4245774252984058,212.0,0.628930817610063,128.0
Kansas,Clark County,20,025,29925.0,0.3441938178780284,103.0,1.9383465670247548,249.0
Kansas,Clay County,20,027,151487.0,0.36570794853683813,554.0,0.1701570680628272,221.0
Kansas,Cloud County,20,029,329612.0,0.169896727060908,560.0,0.20767107351147807,407.0
Kansas,Coffey County,20,031,406400.0,0.1592027559055118,647.0,0.18365004463716364,360.0
Kansas,Comanche County,20,033,17590.0,0.4491188175099488,79.0,0.7575757575757576,80.0
Kansas,Cowley County,20,035,2532151.0,0.09316190069233628,2359.0,0.0745626833351251,1942.0
Kansas,Crawford County,20,037,3871330.0,0.09175141359687755,3552.0,0.07592524501138437,1718.0
Kansas,Decatur County,20,039,78764.0,0.38977197704535066,307.0,0.6112185686653772,79.0
Kansas,Dickinson County,20,041,1101720.0,0.10410993718912245,1147.0,0.16557301159910934,1656.0
Kansas,Doniphan County,20,043,389636.0,0.19916024186676795,776.0,0.32661040385257234,274.0
Kansas,Douglas County,20,045,25000560.0,0.055330760590962765,13833.0,0.05753239094945087,12135.0
Kansas,Edwards County,20,047,50382.0,0.08534794172521933,43.0,0.42075736325385693,96.0
Kansas,Elk County,20,049,62100.0,0.23993558776167473,149.0,0.37806809184481394,191.0
Kansas,Ellis County,20,051,2501840.0,0.08917436766539827,2231.0,0.1081632820210409,2113.0
Kansas,Ellsworth County,20,053,257838.0,0.16871058571661274,435.0,0.3825508246095553,630.0
Kansas,Finney County,20,055,2582280.0,0.06397447217187911,1652.0,0.1126794774910936,2839.0
Kansas,Ford County,20,057,2165410.0,0.1284745152188269,2782.0,0.08744926652651619,1661.0
Kansas,Franklin County,20,059,1422792.0,0.1066916316650642,1518.0,0.16760793172690763,2671.0
Kansas,Geary County,20,061,3580720.0,0.15086351348332178,5402.0,0.16901546815275248,7570.0
Kansas,Gove County,20,063,78480.0,0.1465341488277268,115.0,0.8572522005357827,112.0
Kansas,Graham County,20,065,21951.0,0.5011161222723338,110.0,1.1898883009994121,506.0
Kansas,Grant County,20,067,58128.0,0.5264244426094137,306.0,0.39698218283757597,633.0
Kansas,Gray County,20,069,125097.0,0.23102072791513786,289.0,0.4062190696139888,394.0
Kansas,Greeley County,20,071,8071.0,0.29736092181885765,24.0,0.7203389830508474,51.0
Kansas,Greenwood County,20,073,160353.0,0.15528240818693756,249.0,0.2914507772020725,486.0
Kansas,Hamilton County,20,075,20416.0,0.18123040752351097,37.0,0.5465348330914369,241.0
Kansas,Harper County,20,077,167214.0,0.18718528352889113,313.0,0.2637956748695004,283.0
Kansas,Harvey County,20,079,2340549.0,0.11112777386843856,2601.0,0.10200150433873306,2224.0
Kansas,Haskell County,20,081,78540.0,0.3450471097529921,271.0,0.43790506218251884,150.0
Kansas,Hodgeman County,20,083,22344.0,0.4117436448263516,92.0,0.7764460656591975,149.0
Kansas,Jackson County,20,085,459725.0,0.1816303224753929,835.0,0.3860529162978263,1256.0
Kansas,Jefferson County,20,087,563070.0,0.15770685705152113,888.0,0.21828873086216175,1525.0
Kansas,Jewell County,20,089,39382.0,0.271697729927378,107.0,0.25671881267549135,64.0
Kansas,Johnson County,20,091,219887340.0,0.01767086727230408,38856.0,0.01643796389612641,36587.0
Kansas,Kearny County,20,093,63835.0,0.3963342993655518,253.0,0.8849265312861152,536.0
Kansas,Kingman County,20,095,212490.0,0.1807143865593675,384.0,0.43178395289159505,668.0
Kansas,Kiowa County,20,097,61700.0,0.17828200972447325,110.0,0.6844919786096256,192.0
Kansas,Labette County,20,099,1123755.0,0.09210192613158562,1035.0,0.1317432961040099,1233.0
Kansas,Lane County,20,101,13464.0,0.4233511586452763,57.0,0.6455951580363147,48.0
Kansas,Leavenworth County,20,103,14966862.0,0.07681636938992288,11497.0,0.06930252729665097,9027.0
Kansas,Lincoln County,20,105,53712.0,0.3351206434316354,180.0,0.8655587514647918,325.0
Kansas,Linn County,20,107,277994.0,0.18273775693000568,508.0,0.24172359432475038,437.0
Kansas,Logan County,20,109,55280.0,0.32742402315484803,181.0,0.6164887743835112,134.0
Kansas,Lyon County,20,111,2404912.0,0.1161788872108418,2794.0,0.08874000047733008,1636.0
Kansas,Marion County,20,115,482816.0,0.1091513123011665,527.0,0.2162852810554106,562.0
Kansas,Marshall County,20,117,384880.0,0.10548742465183952,406.0,0.1856677703890208,337.0
Kansas,McPherson County,20,113,2715648.0,0.07125371182126697,1935.0,0.10936077784115095,1950.0
Kansas,Meade County,20,119,93633.0,0.3225358580842224,302.0,0.34231059652655427,204.0
Kansas,Miami County,20,121,1264868.0,0.16665770657491533,2108.0,0.12626262626262627,1834.0
Kansas,Mitchell County,20,123,137494.0,0.26255691157432326,361.0,0.265183266021489,348.0
Kansas,Montgomery County,20,125,2507539.0,0.0789618825469913,1980.0,0.1013006877414481,2167.0
Kansas,Morris County,20,127,143182.0,0.19346007179673425,277.0,0.49173896780432624,539.0
Kansas,Morton County,20,129,23787.0,0.32791020305208723,78.0,0.4490003388681803,159.0
Kansas,Nemaha County,20,131,269541.0,0.17177349642540468,463.0,0.22998296422487222,459.0
Kansas,Neosho County,20,133,790750.0,0.1048371798925071,829.0,0.12906749192190414,709.0
Kansas,Ness County,20,135,47515.0,0.1873092707566032,89.0,0.13781697905181917,15.0
Kansas,Norton County,20,137,242415.0,0.27308541138130893,662.0,0.4675098946663037,893.0
Kansas,Osage County,20,139,563724.0,0.19016398095521922,1072.0,0.29464228833535067,1110.0
Kansas,Osborne County,20,141,106609.0,0.22699772064272244,242.0,0.6591222519672264,325.0
Kansas,Ottawa County,20,143,126038.0,0.18486488201970835,233.0,0.34390618041466675,278.0
Kansas,Pawnee County,20,145,356840.0,0.3023764152000897,1079.0,0.45206706462996027,752.0
Kansas,Phillips County,20,147,135538.0,0.15198689666366627,206.0,0.5089904854055798,505.0
Kansas,Pottawatomie County,20,149,1146480.0,0.1898855627660317,2177.0,0.13877881727376987,1175.0
Kansas,Pratt County,20,151,396933.0,0.18995649139779258,754.0,0.1950984747519621,527.0
Kansas,Rawlins County,20,153,66717.0,0.34923632657343706,233.0,0.6862331081081081,130.0
Kansas,Reno County,20,155,6957749.0,0.061356050642240756,4269.0,0.07166574392126167,3904.0
Kansas,Republic County,20,157,95970.0,0.1906845889340419,183.0,0.2758582255907267,99.0
Kansas,Rice County,20,159,405404.0,0.19042732681473296,772.0,0.40040736778863767,1093.0
Kansas,Riley County,20,161,12577844.0,0.08900571512892035,11195.0,0.06323868829096768,9798.0
Kansas,Rooks County,20,163,119064.0,0.1553786199019015,185.0,0.2731877806534386,247.0
Kansas,Rush County,20,165,75920.0,0.22523709167544784,171.0,0.580936266215454,206.0
Kansas,Russell County,20,167,171950.0,0.22099447513812157,380.0,0.45770986096483385,691.0
Kansas,Saline County,20,169,4938836.0,0.08400764876582256,4149.0,0.07119600112902534,2873.0
Kansas,Scott County,20,171,57468.0,0.7099603257465024,408.0,0.2373759171342253,253.0
Kansas,Sedgwick County,20,173,169863048.0,0.01522285176467574,25858.0,0.01241770385363126,23774.0
Kansas,Seward County,20,175,1139129.0,0.1278169548839508,1456.0,0.12326732784827528,1094.0
Kansas,Shawnee County,20,177,28569336.0,0.029069629059632326,8305.0,0.02408269507195914,7918.0
Kansas,Sheridan County,20,179,32006.0,0.656126976191964,210.0,0.9812286689419796,92.0
Kansas,Sherman County,20,181,187072.0,0.1764026684912761,330.0,0.3646264130135098,529.0
Kansas,Smith County,20,183,78254.0,0.22746441076494495,178.0,0.37062965860890335,90.0
Kansas,Stafford County,20,185,131200.0,0.30640243902439024,402.0,0.7222723800263907,416.0
Kansas,Stanton County,20,187,18036.0,0.504546462630295,91.0,0.4327902240325866,51.0
Kansas,Stevens County,20,189,71162.0,0.2417020319833619,172.0,0.19801980198019803,253.0
Kansas,Sumner County,20,191,953106.0,0.1605277901933258,1530.0,0.15652671902671902,1301.0
Kansas,Thomas County,20,193,322434.0,0.19693952870975145,635.0,0.3312842787205065,720.0
Kansas,Trego County,20,195,36426.0,0.826332839180805,301.0,0.13916500994035785,14.0
Kansas,Wabaunsee County,20,197,161904.0,0.17664789010771814,286.0,0.5320328086898692,480.0
Kansas,Wallace County,20,199,26384.0,0.3865979381443299,102.0,0.5124777183600713,46.0
Kansas,Washington County,20,201,172800.0,0.14351851851851852,248.0,0.36849099915428296,366.0
Kansas,Wichita County,20,203,14728.0,0.8011950027159151,118.0,0.4885057471264368,102.0
Kansas,Wilson County,20,205,245369.0,0.16098203114492865,395.0,0.271663493547992,488.0
Kansas,Woodson County,20,207,55620.0,0.3757641136281913,209.0,0.7984669434685404,250.0
Kansas,Wyandotte County,20,209,22623918.0,0.04900565852475243,11087.0,0.040450011292567985,12340.0
Kentucky,Adair County,21,001,1468016.0,0.10258743773909822,1506.0,0.1786070890858952,1592.0
Kentucky,Allen County,21,003,731570.0,0.1528220129310934,1118.0,0.19191836062875484,1166.0
Kentucky,Anderson County,21,005,650905.0,0.2602530323165439,1694.0,0.22177237966711652,1479.0
Kentucky,Ballard County,21,007,94164.0,0.35576228707361623,335.0,0.6193806193806194,496.0
Kentucky,Barren County,21,009,2561426.0,0.09268274781313221,2374.0,0.09089984281218517,2493.0
Kentucky,Bath County,21,011,281267.0,0.20585422392246513,579.0,0.291433525649284,837.0
Kentucky,Bell County,21,013,1435775.0,0.10433389632776723,1498.0,0.08587971529422307,1035.0
Kentucky,Boone County,21,015,12573408.0,0.078284264695777,9843.0,0.06237296149471318,11862.0
Kentucky,Bourbon County,21,017,784400.0,0.14762876083630802,1158.0,0.27546314605736927,1602.0
Kentucky,Boyd County,21,019,3709682.0,0.09170597371958028,3402.0,0.064358600933416,2678.0
Kentucky,Boyle County,21,021,3168128.0,0.10485687446971839,3322.0,0.13527975509056428,1886.0
Kentucky,Bracken County,21,023,115360.0,0.2635228848821082,304.0,0.4256196926461993,619.0
Kentucky,Breathitt County,21,025,366183.0,0.16822189997897227,616.0,0.2353863030872904,751.0
Kentucky,Breckinridge County,21,027,618760.0,0.1275130906975241,789.0,0.1918571915165755,1380.0
Kentucky,Bullitt County,21,029,4166968.0,0.09870486166440444,4113.0,0.0861940150166082,5030.0
Kentucky,Butler County,21,031,278564.0,0.26636607745437313,742.0,0.23127203237084595,639.0
Kentucky,Caldwell County,21,033,274868.0,0.15025394007305326,413.0,0.1998569612205976,503.0
Kentucky,Calloway County,21,035,4722376.0,0.07475050694819727,3530.0,0.08081351730436769,1982.0
Kentucky,Campbell County,21,037,10830456.0,0.06529734297429397,7072.0,0.061898280563153156,5822.0
Kentucky,Carlisle County,21,039,37600.0,0.2553191489361702,96.0,0.3304150688565709,274.0
Kentucky,Carroll County,21,041,305312.0,0.1182397023372812,361.0,0.32858335436525654,677.0
Kentucky,Carter County,21,043,1468335.0,0.06551638420387718,962.0,0.14601050022147183,1724.0
Kentucky,Casey County,21,045,791150.0,0.11325285976110724,896.0,0.2583642487135213,1209.0
Kentucky,Christian County,21,047,14860941.0,0.06661085593435839,9899.0,0.08329001344222467,9780.0
Kentucky,Clark County,21,049,2398131.0,0.10737528516999278,2575.0,0.11175999944098164,2559.0
Kentucky,Clay County,21,051,933138.0,0.10041387233185231,937.0,0.08333050665400314,737.0
Kentucky,Clinton County,21,053,252350.0,0.14028135526055083,354.0,0.12655155675750643,292.0
Kentucky,Crittenden County,21,055,238356.0,0.12628169628622732,301.0,0.3098272617390107,810.0
Kentucky,Cumberland County,21,057,144166.0,0.23653288570120554,341.0,0.19412497252948502,212.0
Kentucky,Daviess County,21,059,14249235.0,0.033896556551983315,4830.0,0.0474009299804522,5366.0
Kentucky,Edmonson County,21,061,518107.0,0.2111532945897276,1094.0,0.2876131991138404,740.0
Kentucky,Elliott County,21,063,283138.0,0.31539390685813984,893.0,0.312015503875969,322.0
Kentucky,Estill County,21,065,377136.0,0.20629162954477961,778.0,0.18061875002616146,863.0
Kentucky,Fayette County,21,067,115683381.0,0.02339489023060279,27064.0,0.021732831138977254,20848.0
Kentucky,Fleming County,21,069,360325.0,0.18067022826614862,651.0,0.23861716216833356,836.0
Kentucky,Floyd County,21,071,2446533.0,0.07541283931179346,1845.0,0.08997071862066709,1320.0
Kentucky,Franklin County,21,073,5116626.0,0.07899737053284724,4042.0,0.09196823001319737,3515.0
Kentucky,Fulton County,21,075,234468.0,0.18339389596874628,430.0,0.40904644752052643,552.0
Kentucky,Gallatin County,21,077,198835.0,0.30075187969924816,598.0,0.3604009460524834,832.0
Kentucky,Garrard County,21,079,434175.0,0.22502447169919965,977.0,0.24451616094171177,1582.0
Kentucky,Grant County,21,081,964119.0,0.1618057521944905,1560.0,0.13872915190309676,1433.0
Kentucky,Graves County,21,083,1945842.0,0.081558523251117,1587.0,0.056407302375044314,1273.0
Kentucky,Grayson County,21,085,1034560.0,0.09240643365295391,956.0,0.09429836956036731,951.0
Kentucky,Green County,21,087,283790.0,0.2896507981253744,822.0,0.32671586968536476,668.0
Kentucky,Greenup County,21,089,1786071.0,0.10145173400161583,1812.0,0.12794182231522386,1981.0
Kentucky,Hancock County,21,091,147118.0,0.30587691512935195,450.0,0.3232042062939766,418.0
Kentucky,Hardin County,21,093,21890538.0,0.04763245197536945,10427.0,0.05084284379005482,8614.0
Kentucky,Harlan County,21,095,1513220.0,0.05650202878629677,855.0,0.08562920129102489,988.0
Kentucky,Harrison County,21,097,445320.0,0.2692445881613222,1199.0,0.254920461505355,1232.0
Kentucky,Hart County,21,099,671544.0,0.1474214645652407,990.0,0.2222103405870716,1039.0
Kentucky,Henderson County,21,101,3373725.0,0.05027084305922978,1696.0,0.07170891328725379,1811.0
Kentucky,Henry County,21,103,380280.0,0.292942042705375,1114.0,0.16173157386546508,804.0
Kentucky,Hickman County,21,105,48697.0,0.4209704909953385,205.0,0.3546693476318141,254.0
Kentucky,Hopkins County,21,107,2490600.0,0.08210872882036457,2045.0,0.0875654885963443,2065.0
Kentucky,Jackson County,21,109,290708.0,0.1819695364420656,529.0,0.16802861441712538,373.0
Kentucky,Jefferson County,21,111,357459327.0,0.009828810537653141,35134.0,0.010064794892312646,35859.0
Kentucky,Jessamine County,21,113,4240400.0,0.09645316479577398,4090.0,0.11849952567019816,4287.0
Kentucky,Johnson County,21,115,906838.0,0.14357580957127955,1302.0,0.0933724004274881,913.0
Kentucky,Kenton County,21,117,25449140.0,0.05031604211380031,12805.0,0.049964200432279254,11912.0
Kentucky,Knott County,21,119,746050.0,0.1565578714563367,1168.0,0.19400595279024763,790.0
Kentucky,Knox County,21,121,1611636.0,0.06695060174878198,1079.0,0.17280451166670358,2341.0
Kentucky,Larue County,21,123,464673.0,0.20164717984475106,937.0,0.44740305993494106,1363.0
Kentucky,Laurel County,21,125,3119740.0,0.07824369979549578,2441.0,0.05192681601835223,1819.0
Kentucky,Lawrence County,21,127,200902.0,0.17520980378492998,352.0,0.15707062070987127,643.0
Kentucky,Lee County,21,129,210540.0,0.26693264937779043,562.0,0.2267129422301836,243.0
Kentucky,Leslie County,21,131,258934.0,0.1452107486849931,376.0,0.5076570362356958,1023.0
Kentucky,Letcher County,21,133,522048.0,0.10171478484737036,531.0,0.1703656691540375,1063.0
Kentucky,Lewis County,21,135,156996.0,0.41848199954138954,657.0,0.20742525043970328,651.0
Kentucky,Lincoln County,21,137,729360.0,0.17330262147636286,1264.0,0.11846834803790511,997.0
Kentucky,Livingston County,21,139,218640.0,0.18157702158799854,397.0,0.28177559761621956,548.0
Kentucky,Logan County,21,141,1343550.0,0.09512113430836217,1278.0,0.1173799600149097,1732.0
Kentucky,Lyon County,21,143,317772.0,0.20234633636695495,643.0,0.23810852540134309,640.0
Kentucky,Madison County,21,151,14407072.0,0.05507017664658023,7934.0,0.044838022643201435,5960.0
Kentucky,Magoffin County,21,153,206958.0,0.3208380444341364,664.0,0.25830106286561755,627.0
Kentucky,Marion County,21,155,897935.0,0.12551019839966143,1127.0,0.15056493914560168,587.0
Kentucky,Marshall County,21,157,1235600.0,0.1238264810618323,1530.0,0.10162403440916133,1407.0
Kentucky,Martin County,21,159,429514.0,0.18858523819945333,810.0,0.1755950895753281,563.0
Kentucky,Mason County,21,161,509730.0,0.27504757420595216,1402.0,0.17950037712883563,1109.0
Kentucky,McCracken County,21,145,5692016.0,0.04681996677451363,2665.0,0.04166055270237222,3407.0
Kentucky,McCreary County,21,147,789038.0,0.15309782291854132,1208.0,0.15106642766217235,1163.0
Kentucky,McLean County,21,149,172976.0,0.32779113865507353,567.0,0.39430123126139194,424.0
Kentucky,Meade County,21,163,2277477.0,0.13440311362090593,3061.0,0.14056995242073148,2477.0
Kentucky,Menifee County,21,165,108562.0,0.3638473867467438,395.0,0.16257519102584947,160.0
Kentucky,Mercer County,21,167,684544.0,0.2051000373971578,1404.0,0.14140131746496326,1488.0
Kentucky,Metcalfe County,21,169,189411.0,0.3442249922127015,652.0,0.15349171204595774,513.0
Kentucky,Monroe County,21,171,188496.0,0.19204651557592733,362.0,0.24127164348566565,459.0
Kentucky,Montgomery County,21,173,1580610.0,0.1267864938220054,2004.0,0.11568814444536896,1446.0
Kentucky,Morgan County,21,175,566783.0,0.1263270069850366,716.0,0.10439843566167162,701.0
Kentucky,Muhlenberg County,21,177,1272390.0,0.08189313025094506,1042.0,0.14292122002935898,1402.0
Kentucky,Nelson County,21,179,1547238.0,0.10599532844979248,1640.0,0.08623257199233074,1853.0
Kentucky,Nicholas County,21,181,127854.0,0.26201761384078714,335.0,0.49891188591008007,431.0
Kentucky,Ohio County,21,183,713040.0,0.10995175586222372,784.0,0.09818020344893612,964.0
Kentucky,Oldham County,21,185,7968334.0,0.06809453519393138,5426.0,0.06801038704092988,4268.0
Kentucky,Owen County,21,187,255888.0,0.4244044269367848,1086.0,0.1762884385443174,460.0
Kentucky,Owsley County,21,189,47289.0,0.323542472879528,153.0,0.6605823554976098,456.0
Kentucky,Pendleton County,21,191,404712.0,0.28365850283658506,1148.0,0.18618806982825642,843.0
Kentucky,Perry County,21,193,910840.0,0.131307364630451,1196.0,0.14271034978371475,1543.0
Kentucky,Pike County,21,195,5118608.0,0.05855107482346763,2997.0,0.06275033786680495,2459.0
Kentucky,Powell County,21,197,301200.0,0.347277556440903,1046.0,0.32255368931227546,965.0
Kentucky,Pulaski County,21,199,4933005.0,0.056314558772999415,2778.0,0.049695264885138306,2703.0
Kentucky,Robertson County,21,201,23397.0,1.153994101807924,270.0,1.0747271200671704,128.0
Kentucky,Rockcastle County,21,203,532608.0,0.18155942081230472,967.0,0.368424174870349,1180.0
Kentucky,Rowan County,21,205,1892826.0,0.13667394678644523,2587.0,0.15435523241394614,1892.0
Kentucky,Russell County,21,207,584331.0,0.15025730279584687,878.0,0.10984891869097572,633.0
Kentucky,Scott County,21,209,5216060.0,0.07538256845205002,3932.0,0.07675055609684359,2839.0
Kentucky,Shelby County,21,211,4044810.0,0.0793362358182461,3209.0,0.10360404742497664,3470.0
Kentucky,Simpson County,21,213,744724.0,0.15885079573103594,1183.0,0.26586474551743866,1106.0
Kentucky,Spencer County,21,215,353837.0,0.36316156874493055,1285.0,0.2903977882314104,1126.0
Kentucky,Taylor County,21,217,1568600.0,0.132666071656254,2081.0,0.13563602297258767,1332.0
Kentucky,Todd County,21,219,316004.0,0.16170681383779953,511.0,0.1224985837614328,506.0
Kentucky,Trigg County,21,221,375414.0,0.3057957348420677,1148.0,0.1885765663448798,797.0
Kentucky,Trimble County,21,223,185482.0,0.39249091556053955,728.0,0.31563337550848264,464.0
Kentucky,Union County,21,225,1152480.0,0.11505622657226156,1326.0,0.15746180963572268,536.0
Kentucky,Warren County,21,227,26780832.0,0.0523695455017977,14025.0,0.03845510142577277,6514.0
Kentucky,Washington County,21,229,490688.0,0.1605908438763532,788.0,0.3891408803294419,1099.0
Kentucky,Wayne County,21,231,544752.0,0.09710840896407906,529.0,0.26944087753280954,1238.0
Kentucky,Webster County,21,233,605266.0,0.12308637855091811,745.0,0.1929124140077487,719.0
Kentucky,Whitley County,21,235,2394044.0,0.12263767917381635,2936.0,0.08468142264790048,1450.0
Kentucky,Wolfe County,21,237,185042.0,0.2750726862009706,509.0,0.1483910637425702,362.0
