,from_2000_Outflow_pc,from_2000_Inflow_pc,from_2000_Net_pc,minus_3_Outflow_pc,minus_3_Inflow_pc,minus_3_Net_pc,minus_5_Outflow_pc,minus_5_Inflow_pc,minus_5_Net_pc,minus_10_Outflow_pc,minus_10_Inflow_pc,minus_10_Net_pc
per_households_below_poverty_line,0.006771514191311349,0.006760401189660552,0.013983751350580196,0.006661946003563874,0.006745167852537427,0.013990774240045642,0.006052966008049315,0.0066605852917584404,0.015972297277467032,0.005697133234622194,0.006880073304626367,0.01391951502394638
per_pop_US_born_other_state,0.006634762020032757,0.007380903725337929,0.01507215235374621,0.006538553881593802,0.007019140225447925,0.015684094919364868,0.006342939974521134,0.007264033388260378,0.016894096469317225,0.006269549334196337,0.007034611967591072,0.015132016092458803
per_pop_US_born_same_state,0.006385598841180506,0.007530967137247724,0.016291009623314572,0.006421596028647285,0.007413446090781106,0.016339185550015997,0.006107227452361595,0.007545224644429643,0.01736104799656624,0.005878051430127476,0.007165702909699695,0.015945386401448297
per_pop_edu_associates,0.012802477572580736,0.011153320551882557,0.019342101115287558,0.012563917488657364,0.010989524759128693,0.019472735931972525,0.011672795835173956,0.011354158232452994,0.020457941563150697,0.011856899128289565,0.010714638915082222,0.01907842043642181
per_pop_edu_bachelors,0.016671536039668842,0.019404727140905322,0.017392410517687074,0.017922206678692425,0.020492041213762028,0.018511047348062613,0.01684211100210877,0.02081541635551813,0.019924143874355715,0.01521943066990517,0.019393751005038755,0.01709036434389682
per_pop_edu_graduate,0.006744897933817322,0.008153165611153156,0.018036707318074753,0.006665826050474549,0.008141707700725205,0.0176587525883697,0.006077446730533828,0.007982729709986026,0.01885416485801842,0.006284810576023665,0.007986408621233898,0.017850217626270887
per_pop_edu_high_school_grad,0.009475237660071585,0.010558844780042105,0.015935396446735518,0.0087166081445803,0.009508363047378976,0.015983578551951854,0.00928374283339603,0.009894750557055496,0.017772215364822774,0.009000766906726488,0.009448217159362187,0.01615259790901554
per_pop_edu_less_than_high_school,0.007614201713132348,0.009966265660212463,0.01733476549077876,0.007829198729928101,0.009893707156629962,0.018303318116212726,0.007197501944724175,0.009311408017336964,0.018494781460563908,0.007367088132710463,0.009525288217342156,0.01705644226272995
per_pop_edu_some_college,0.009168349048943314,0.008189078167173604,0.017320355059687997,0.009584048587961864,0.008153690838037533,0.018011093351687747,0.009117647870408132,0.007984051032689003,0.018935565030478493,0.008724036767605975,0.007982889640344375,0.016939937476246662
per_pop_female,0.0075707364673220905,0.009727120377724875,0.02034678108428391,0.0077604082109383405,0.009595650526434232,0.019882986396614094,0.007495271822975944,0.009350728309004118,0.021224866161099663,0.007323385115782708,0.0089865295814763,0.020389378781810255
per_pop_foreign_born,0.009751932286711923,0.011814911384457283,0.02014773926537454,0.010124536438499896,0.011336257803375004,0.02088075223032802,0.009900717321427893,0.011501332133897701,0.021749566686656382,0.010026500470392975,0.011021056759107823,0.021006496698316366
per_pop_veterans,0.006521550045193027,0.007370389930109775,0.013273548309176408,0.006759413777451309,0.007268216175008411,0.014189574136942893,0.006141452609167334,0.007200447914361012,0.015777408507770856,0.0058169134694763145,0.007003832085761746,0.01362981124388823
per_pop_white_alone,0.010548471889261954,0.01066865073440318,0.022789132023314708,0.010669663039682772,0.010343048167057974,0.022748215173986844,0.010077626689111814,0.010210297952314113,0.023290971758566634,0.009769721810016193,0.010385686268389652,0.022013378673115445
rental_units_10_15_per_income_per_pop,0.007987460194321155,0.008929370833548283,0.013180119239154908,0.008014605589552267,0.008994453965968981,0.01401528581228972,0.0074632120777215665,0.00875012049602747,0.01602483656278053,0.0073968562572654896,0.008835568104759654,0.013470671303556059
rental_units_15_20_per_income_per_pop,0.007696084627550287,0.010402428399166134,0.013441530781940603,0.00733931611220525,0.011900712796145825,0.01431685627462019,0.006742298905876715,0.011420337438350333,0.015801913471094463,0.006701374645160046,0.010884657061955974,0.013655595785652033
rental_units_20_25_per_income_per_pop,0.012056989116332784,0.01570347316198325,0.014729455922803742,0.012316356069066699,0.015904726513115884,0.016303504135428633,0.011370185365924752,0.015848293597170604,0.017803486030895245,0.011887687548905438,0.015501858989570344,0.014748025438273868
rental_units_25_30_per_income_per_pop,0.023139783881365356,0.022059239251090035,0.014791089590038504,0.02459230487158812,0.023922576845181277,0.015158764157486763,0.021505108616134545,0.02263759177808316,0.01707653378900126,0.02113273379803296,0.0244643751762636,0.014916030857926463
rental_units_30_35_per_income_per_pop,0.020835643705421597,0.02144133680660144,0.014968580825297227,0.01993897810429481,0.02398434955274155,0.015903273961765215,0.02184867936979341,0.020930943941812823,0.017667847684502812,0.021029851931215874,0.020990188584617358,0.01533090650719444
rental_units_35_40_per_income_per_pop,0.03667571007300651,0.042241985243781664,0.017047740220788303,0.035657048319961034,0.044831792194372964,0.016777920034014886,0.03515625385143047,0.042233485505378886,0.01797697754595512,0.039076438622753715,0.04594129522719701,0.017676283637614518
rental_units_40_50_per_income_per_pop,0.038435269351769,0.036462436988920245,0.022946055370148846,0.04134761124622966,0.03741349320626497,0.02431274865566996,0.038819566443924564,0.03643061048895734,0.02411752840135206,0.039725972937495635,0.03789213459252523,0.025102036603199113
rental_units_above_50_per_income_per_pop,0.03779051877165515,0.039769599554191945,0.026520218877918434,0.042028227180924145,0.03553933004243609,0.026728323847806806,0.03747638126143012,0.03906602800795225,0.025980110705755476,0.03596368765821231,0.03608624761195276,0.027079107501712562
rental_units_sub_10_per_income_per_pop,0.011151466323677701,0.012744917256361687,0.020917119412111253,0.012960001603601874,0.013659978002847786,0.02063374437394145,0.013017126385629872,0.013043078695381018,0.022333542919693507,0.012316799448155936,0.013202896201186807,0.020139661532719528
start_year,0.0025000323069149792,0.004599779205549509,0.004509453060356232,0.002601972020846812,0.004838449483620044,0.004355490015662121,0.0024992566112706912,0.0048375535871434975,0.00600518476502636,0.0023352652951712538,0.004329458596890279,0.004597921788001319
unemployment_rate_2000,0.018705986860377687,0.014026677835427536,0.030433427421175236,0.02000667823835554,0.015187300979197847,0.02884880189811879,0.022023947692557257,0.014681312893717604,0.02825716392701648,0.01906633450830856,0.015216834745151887,0.02908658530483905
